district,Year,Month,Season,rainfall,temperature,humidity,ph,organic_carbon,sand,clay,silt,soil_texture
Jaipur,2021.0,12.0,Rabi,6.055586392782959,15.249931228604126,56.77092179540585,7.46853423827555,0.850231696900605,47.74610578424717,23.499579154705494,28.754366255945,Loam
Udaipur,2021.0,12.0,Rabi,2.336246148559317,16.826825104235713,59.977370574142455,7.314971634484445,1.138689408865304,35.75171522385539,32.28990248750083,31.95832912715174,Clay Loam
Dausa,2021.0,12.0,Rabi,3.591794711889335,15.042537528018716,64.06535151195645,7.448940458503631,0.9096372867471324,50.66067520192447,23.252341799843208,26.087000638364948,Loam
Rajsamand,2021.0,12.0,Rabi,3.6588221752398775,15.448649517945563,59.43800674528597,7.344695299699076,0.9639301728259164,36.934399265106606,33.273771319131875,29.791692305330336,Clay Loam
Sawai Madhopur,2021.0,12.0,Rabi,4.342919569648656,15.453023610274768,66.79845764891584,7.391336939566251,0.9090809910014799,46.36155834187105,25.40509783395536,28.23333160894245,Loam
Karauli,2021.0,12.0,Rabi,5.203248614251339,15.396401974561526,65.70476926689643,7.323849110664443,0.9467935707025282,48.72619591043981,25.53555773220264,25.738271236433086,Loam
Ganganagar,2021.0,12.0,Rabi,1.6995158725087685,14.518665931496647,64.00791120053148,7.925312236058909,0.7232944493530641,53.05909954215294,24.470290062624482,22.47062579400709,Sandy Clay Loam
Hanumangarh,2021.0,12.0,Rabi,4.624666934720867,14.57941079189292,63.36187276478924,7.991436931660312,0.6603707508788489,58.40545363080692,22.86831899146728,18.726261266006375,Sandy Clay Loam
Ajmer,2021.0,12.0,Rabi,3.4231354376663563,15.990744423374055,52.93636513798537,7.483101302382153,0.7415093976612266,32.89577793930147,23.189653688001222,43.9144725913661,Loam
Alwar,2021.0,12.0,Rabi,7.460213202334326,14.854048424070294,62.39541031578708,7.431135494000176,1.0529518117267935,45.67522844606345,24.966633472578202,29.358154120156932,Loam
Banswara,2021.0,12.0,Rabi,2.2752957389675355,19.28880864908771,58.06913191060352,7.279456939407893,0.998926055083475,36.036171122442354,27.306582231712007,36.657470083764224,Clay Loam
Barmer,2021.0,12.0,Rabi,3.1859093891940846,18.10229874248976,43.04250735754297,7.8659423794938075,0.5208200033804808,51.100383491805815,23.530804202945724,25.36878991690401,Loam
Bhilwara,2021.0,12.0,Rabi,3.8693821333499785,15.628499541525988,61.79126997757069,7.394414449709638,0.7807999519924316,35.24014643085083,27.321630816527723,37.43825725794166,Clay Loam
Bikaner,2021.0,12.0,Rabi,1.7308540452369718,15.094939653125437,58.18229693212314,8.03242181095953,0.5236890079298842,51.19230505500413,24.099762137057745,24.70795061253445,Loam
Bundi,2021.0,12.0,Rabi,4.271853828483184,16.154300957721038,64.74059320403595,7.345372898579913,0.8640630543862735,42.28414376430791,27.18739714901769,30.52879617131715,Clay Loam
Chittaurgarh,2021.0,12.0,Rabi,4.335084858812969,16.409481681122678,64.80997838010286,7.311872884947514,0.8865564126708907,33.46105777762949,35.197051820377986,31.341929188327544,Clay Loam
Churu,2021.0,12.0,Rabi,3.54683170497067,14.8121617765191,59.629169107987465,7.931710739193281,0.6130627937848321,54.65475317517449,23.528332957980957,21.81687519782054,Sandy Clay Loam
Dungarpur,2021.0,12.0,Rabi,1.6719491411102112,18.80333692719112,59.25287377841357,7.359425496874465,0.9761361123706438,39.79373254356574,24.83362293082961,35.37252946199261,Loam
Jaisalmer,2021.0,12.0,Rabi,1.2819547316688136,16.48560283980782,48.45527538288446,8.024784734336027,0.4190765963466304,57.32920513117581,24.14245706687899,18.52837361519538,Sandy Clay Loam
Jalor,2021.0,12.0,Rabi,4.3911148741102695,17.989671146676972,51.97511055329284,7.5693450681661485,0.7197348534596913,47.63071085699597,22.360459238758345,30.008805657174882,Loam
Jhalawar,2021.0,12.0,Rabi,7.136354250754848,17.510701060226957,59.94363403766232,7.324442733469555,0.7898446674541064,36.359408258216845,31.070649046282863,32.57011021594803,Clay Loam
Jhunjhunun,2021.0,12.0,Rabi,4.618466009353528,14.735293681178703,57.78396949526112,7.564148238132579,0.8594941762681367,46.73249222258496,25.900183444383487,27.367264578193463,Loam
Jodhpur,2021.0,12.0,Rabi,4.473986993182069,16.524221166034945,48.69884976900843,7.791916606079316,0.5122976308315786,54.2613567176807,23.35875841901032,22.379890594471135,Sandy Clay Loam
Nagaur,2021.0,12.0,Rabi,5.398701184725583,15.6238199293336,52.5369456444908,7.6532797209563554,0.5704724466215925,49.51865180053744,26.73553127124672,23.74570091727921,Loam
Pali,2021.0,12.0,Rabi,3.920022957394512,17.00804422250254,51.81875912789775,7.53473171984385,0.6899628053639705,44.44318482030989,24.631426137433625,30.925512263366432,Loam
Sikar,2021.0,12.0,Rabi,4.547811280736807,14.844508800361249,55.451085592693154,7.534495397778516,0.786278701903854,45.343238576826465,26.97856082950532,27.678151897554653,Loam
Sirohi,2021.0,12.0,Rabi,3.8533321138936745,17.267350265577402,55.79014492845771,7.396337654624223,1.0341951416617727,40.48985614248625,24.857467313399425,34.65255453304433,Loam
Tonk,2021.0,12.0,Rabi,3.187907537452693,15.721234245605126,61.331534594616784,7.416020895154145,0.7846190095895532,44.09877632225127,23.461647278027836,32.43956502073543,Loam
Bharatpur,2022.0,1.0,Rabi,26.011125459793217,12.9167660775391,75.23372538642059,7.735500321128259,0.8720525911950796,44.87451725968808,27.175172041928484,27.9501141011255,Clay Loam
Dhaulpur,2022.0,1.0,Rabi,28.788405189744164,13.317488452684993,74.64707925764858,7.65528902278178,0.8302959001556367,43.90062774367972,26.544169653207046,29.555065959184624,Loam
Kota,2022.0,1.0,Rabi,11.896020040155436,14.275587722105454,73.59028271264361,7.331463260312297,0.8223356041420042,40.75124787601306,28.3780444551492,30.87063767850261,Clay Loam
Baran,2022.0,1.0,Rabi,17.437225121160377,14.326886125799554,72.19121382587132,7.310498511980818,0.787739078833932,41.22755819494017,27.577050555745654,31.195185078293044,Clay Loam
Jaipur,2022.0,1.0,Rabi,19.95163446247595,12.751860923137492,68.2940338206097,7.46853423827555,0.850231696900605,47.74610578424717,23.499579154705494,28.754366255945,Loam
Udaipur,2022.0,1.0,Rabi,0.039903221898708,15.09966117777809,61.81671371053236,7.314971634484445,1.138689408865304,35.75171522385539,32.28990248750083,31.95832912715174,Clay Loam
Dausa,2022.0,1.0,Rabi,26.03990777805831,12.838194815872502,72.05668503504728,7.448940458503631,0.9096372867471324,50.66067520192447,23.252341799843208,26.087000638364948,Loam
Rajsamand,2022.0,1.0,Rabi,1.967988892994238,13.670709720534935,62.63190851937384,7.344695299699076,0.9639301728259164,36.934399265106606,33.273771319131875,29.791692305330336,Clay Loam
Sawai Madhopur,2022.0,1.0,Rabi,18.55490705962117,13.422369850553808,73.08677080854407,7.391336939566251,0.9090809910014799,46.36155834187105,25.40509783395536,28.23333160894245,Loam
Karauli,2022.0,1.0,Rabi,26.68303746918644,13.25143631728566,73.03602463147007,7.323849110664443,0.9467935707025282,48.72619591043981,25.53555773220264,25.738271236433086,Loam
Ganganagar,2022.0,1.0,Rabi,13.98193637651883,12.744475796881227,74.11724497300656,7.925312236058909,0.7232944493530641,53.05909954215294,24.470290062624482,22.47062579400709,Sandy Clay Loam
Hanumangarh,2022.0,1.0,Rabi,12.65711283849402,12.799160011234992,75.7804079515526,7.991436931660312,0.6603707508788489,58.40545363080692,22.86831899146728,18.726261266006375,Sandy Clay Loam
Ajmer,2022.0,1.0,Rabi,13.313339304591995,13.647690728025468,63.00886575355912,7.483101302382153,0.7415093976612266,32.89577793930147,23.189653688001222,43.9144725913661,Loam
Alwar,2022.0,1.0,Rabi,29.500736536517824,12.582154524360003,73.40770697791955,7.431135494000176,1.0529518117267935,45.67522844606345,24.966633472578202,29.358154120156932,Loam
Banswara,2022.0,1.0,Rabi,1.956824700177325,17.53005255540554,59.08062433404073,7.279456939407893,0.998926055083475,36.036171122442354,27.306582231712007,36.657470083764224,Clay Loam
Barmer,2022.0,1.0,Rabi,3.01674790157325,16.136836377388168,50.93065311761924,7.8659423794938075,0.5208200033804808,51.100383491805815,23.530804202945724,25.36878991690401,Loam
Bhilwara,2022.0,1.0,Rabi,6.046717053518522,13.683471984235249,66.86390836899874,7.394414449709638,0.7807999519924316,35.24014643085083,27.321630816527723,37.43825725794166,Clay Loam
Bikaner,2022.0,1.0,Rabi,9.233444631053986,13.306503078167706,66.31444018258803,8.03242181095953,0.5236890079298842,51.19230505500413,24.099762137057745,24.70795061253445,Loam
Bundi,2022.0,1.0,Rabi,9.314829465891984,13.970708416912732,71.92624095208483,7.345372898579913,0.8640630543862735,42.28414376430791,27.18739714901769,30.52879617131715,Clay Loam
Chittaurgarh,2022.0,1.0,Rabi,3.9888550757810974,14.606258738025772,67.6312408246589,7.311872884947514,0.8865564126708907,33.46105777762949,35.197051820377986,31.341929188327544,Clay Loam
Churu,2022.0,1.0,Rabi,14.823091873183513,12.89265129445152,72.12693934240514,7.931710739193281,0.6130627937848321,54.65475317517449,23.528332957980957,21.81687519782054,Sandy Clay Loam
Dungarpur,2022.0,1.0,Rabi,0.0,17.11518163608635,60.392150689428405,7.359425496874465,0.9761361123706438,39.79373254356574,24.83362293082961,35.37252946199261,Loam
Jaisalmer,2022.0,1.0,Rabi,6.751154698116346,14.637094886314213,57.81052456626928,8.024784734336027,0.4190765963466304,57.32920513117581,24.14245706687899,18.52837361519538,Sandy Clay Loam
Jalor,2022.0,1.0,Rabi,1.8617749883766448,16.327259999350712,55.49296237931571,7.5693450681661485,0.7197348534596913,47.63071085699597,22.360459238758345,30.008805657174882,Loam
Jhalawar,2022.0,1.0,Rabi,13.729428684016616,14.942154413480624,70.28152136020736,7.324442733469555,0.7898446674541064,36.359408258216845,31.070649046282863,32.57011021594803,Clay Loam
Jhunjhunun,2022.0,1.0,Rabi,19.250914913642276,12.68998093040197,70.89915816905894,7.564148238132579,0.8594941762681367,46.73249222258496,25.900183444383487,27.367264578193463,Loam
Jodhpur,2022.0,1.0,Rabi,6.725220630726769,14.595352260842658,56.690769248033845,7.791916606079316,0.5122976308315786,54.2613567176807,23.35875841901032,22.379890594471135,Sandy Clay Loam
Nagaur,2022.0,1.0,Rabi,10.020950751404014,13.461447980172178,63.41160706748792,7.6532797209563554,0.5704724466215925,49.51865180053744,26.73553127124672,23.74570091727921,Loam
Pali,2022.0,1.0,Rabi,7.671387796145329,15.156809606474402,56.78727103026271,7.53473171984385,0.6899628053639705,44.44318482030989,24.631426137433625,30.925512263366432,Loam
Sikar,2022.0,1.0,Rabi,20.8074772766594,12.644684006733248,68.04041721461778,7.534495397778516,0.786278701903854,45.343238576826465,26.97856082950532,27.678151897554653,Loam
Sirohi,2022.0,1.0,Rabi,0.2548932418383702,15.561442211065907,57.20933493076163,7.396337654624223,1.0341951416617727,40.48985614248625,24.857467313399425,34.65255453304433,Loam
Tonk,2022.0,1.0,Rabi,14.881366152684205,13.519853991519618,68.38408645101184,7.416020895154145,0.7846190095895532,44.09877632225127,23.461647278027836,32.43956502073543,Loam
Bharatpur,2022.0,2.0,Rabi,2.986909211480472,16.890126768293037,59.13971590312684,7.735500321128259,0.8720525911950796,44.87451725968808,27.175172041928484,27.9501141011255,Clay Loam
Dhaulpur,2022.0,2.0,Rabi,1.1166441170105392,17.47240081512433,56.46924752189134,7.65528902278178,0.8302959001556367,43.90062774367972,26.544169653207046,29.555065959184624,Loam
Kota,2022.0,2.0,Rabi,0.0,18.87224665834791,48.75868690969144,7.331463260312297,0.8223356041420042,40.75124787601306,28.3780444551492,30.87063767850261,Clay Loam
Baran,2022.0,2.0,Rabi,0.0,18.89513466258043,47.67462266912955,7.310498511980818,0.787739078833932,41.22755819494017,27.577050555745654,31.195185078293044,Clay Loam
Jaipur,2022.0,2.0,Rabi,0.0424991800645703,17.684083067167972,43.674049385282174,7.46853423827555,0.850231696900605,47.74610578424717,23.499579154705494,28.754366255945,Loam
Udaipur,2022.0,2.0,Rabi,0.0,19.57053794010723,39.7317766185235,7.314971634484445,1.138689408865304,35.75171522385539,32.28990248750083,31.95832912715174,Clay Loam
Dausa,2022.0,2.0,Rabi,0.016572840914748,17.375872437708445,51.394031087082375,7.448940458503631,0.9096372867471324,50.66067520192447,23.252341799843208,26.087000638364948,Loam
Rajsamand,2022.0,2.0,Rabi,0.0,18.685448903843216,37.793433277819375,7.344695299699076,0.9639301728259164,36.934399265106606,33.273771319131875,29.791692305330336,Clay Loam
Sawai Madhopur,2022.0,2.0,Rabi,0.0,17.846734737087463,51.831546804654096,7.391336939566251,0.9090809910014799,46.36155834187105,25.40509783395536,28.23333160894245,Loam
Karauli,2022.0,2.0,Rabi,0.0168485331779825,17.505092409020765,53.326845089347856,7.323849110664443,0.9467935707025282,48.72619591043981,25.53555773220264,25.738271236433086,Loam
Ganganagar,2022.0,2.0,Rabi,0.6830707161952523,16.652480503227203,57.75150998220847,7.925312236058909,0.7232944493530641,53.05909954215294,24.470290062624482,22.47062579400709,Sandy Clay Loam
Hanumangarh,2022.0,2.0,Rabi,7.9598593518210095,16.71822745055984,56.82921885519398,7.991436931660312,0.6603707508788489,58.40545363080692,22.86831899146728,18.726261266006375,Sandy Clay Loam
Ajmer,2022.0,2.0,Rabi,0.0,18.95138880820793,36.10856588229494,7.483101302382153,0.7415093976612266,32.89577793930147,23.189653688001222,43.9144725913661,Loam
Alwar,2022.0,2.0,Rabi,4.8001816511507736,16.7749638052339,54.28949174021963,7.431135494000176,1.0529518117267935,45.67522844606345,24.966633472578202,29.358154120156932,Loam
Banswara,2022.0,2.0,Rabi,0.0,21.599917556117383,40.35115744928333,7.279456939407893,0.998926055083475,36.036171122442354,27.306582231712007,36.657470083764224,Clay Loam
Barmer,2022.0,2.0,Rabi,0.0,21.31989197372293,29.6510922437604,7.8659423794938075,0.5208200033804808,51.100383491805815,23.530804202945724,25.36878991690401,Loam
Bhilwara,2022.0,2.0,Rabi,0.0,18.803559273845195,40.31187858555865,7.394414449709638,0.7807999519924316,35.24014643085083,27.321630816527723,37.43825725794166,Clay Loam
Bikaner,2022.0,2.0,Rabi,0.3936662598463274,18.653150692269385,40.36423734890806,8.03242181095953,0.5236890079298842,51.19230505500413,24.099762137057745,24.70795061253445,Loam
Bundi,2022.0,2.0,Rabi,0.0,18.827238018727588,46.48150190634188,7.345372898579913,0.8640630543862735,42.28414376430791,27.18739714901769,30.52879617131715,Clay Loam
Chittaurgarh,2022.0,2.0,Rabi,0.0,19.33325931737417,42.23478331961037,7.311872884947514,0.8865564126708907,33.46105777762949,35.197051820377986,31.341929188327544,Clay Loam
Churu,2022.0,2.0,Rabi,2.3044173473011624,17.679457048264528,45.775986236682,7.931710739193281,0.6130627937848321,54.65475317517449,23.528332957980957,21.81687519782054,Sandy Clay Loam
Dungarpur,2022.0,2.0,Rabi,0.0,21.11612091948069,41.5017644331314,7.359425496874465,0.9761361123706438,39.79373254356574,24.83362293082961,35.37252946199261,Loam
Jaisalmer,2022.0,2.0,Rabi,0.0568525901685571,20.149087611535688,33.904367749068314,8.024784734336027,0.4190765963466304,57.32920513117581,24.14245706687899,18.52837361519538,Sandy Clay Loam
Jalor,2022.0,2.0,Rabi,0.0,21.111993521540597,36.321441976891386,7.5693450681661485,0.7197348534596913,47.63071085699597,22.360459238758345,30.008805657174882,Loam
Jhalawar,2022.0,2.0,Rabi,0.0,19.55707182824419,44.83886926206644,7.324442733469555,0.7898446674541064,36.359408258216845,31.070649046282863,32.57011021594803,Clay Loam
Jhunjhunun,2022.0,2.0,Rabi,6.011178934769637,16.945417485043784,48.72221308291251,7.564148238132579,0.8594941762681367,46.73249222258496,25.900183444383487,27.367264578193463,Loam
Jodhpur,2022.0,2.0,Rabi,0.2244695522368489,19.860761738555805,32.34278951270132,7.791916606079316,0.5122976308315786,54.2613567176807,23.35875841901032,22.379890594471135,Sandy Clay Loam
Nagaur,2022.0,2.0,Rabi,1.0059353285726107,18.6968579190562,36.437037124054086,7.6532797209563554,0.5704724466215925,49.51865180053744,26.73553127124672,23.74570091727921,Loam
Pali,2022.0,2.0,Rabi,0.0,20.135013654894323,34.34788014875198,7.53473171984385,0.6899628053639705,44.44318482030989,24.631426137433625,30.925512263366432,Loam
Sikar,2022.0,2.0,Rabi,1.075843743222366,17.22123693844902,44.1461698063543,7.534495397778516,0.786278701903854,45.343238576826465,26.97856082950532,27.678151897554653,Loam
Sirohi,2022.0,2.0,Rabi,0.0,20.278908992226008,37.85394070828071,7.396337654624223,1.0341951416617727,40.48985614248625,24.857467313399425,34.65255453304433,Loam
Tonk,2022.0,2.0,Rabi,0.0,18.69348642493052,42.55454418192004,7.416020895154145,0.7846190095895532,44.09877632225127,23.461647278027836,32.43956502073543,Loam
Bharatpur,2022.0,3.0,Rabi,2.0733233676750973,25.6221483780482,39.17060960508289,7.735500321128259,0.8720525911950796,44.87451725968808,27.175172041928484,27.9501141011255,Clay Loam
Dhaulpur,2022.0,3.0,Rabi,1.0437576814182574,26.12258169859384,37.3318822099704,7.65528902278178,0.8302959001556367,43.90062774367972,26.544169653207046,29.555065959184624,Loam
Kota,2022.0,3.0,Rabi,1.0097340624216915,26.42682025830611,33.981695800695626,7.331463260312297,0.8223356041420042,40.75124787601306,28.3780444551492,30.87063767850261,Clay Loam
Baran,2022.0,3.0,Rabi,0.2424756187815865,26.165818811219907,34.61949844127682,7.310498511980818,0.787739078833932,41.22755819494017,27.577050555745654,31.195185078293044,Clay Loam
Jaipur,2022.0,3.0,Rabi,1.6044183744171143,25.89081575695522,29.39096161278843,7.46853423827555,0.850231696900605,47.74610578424717,23.499579154705494,28.754366255945,Loam
Udaipur,2022.0,3.0,Rabi,0.4860363936672054,26.306558334326105,26.943312984690994,7.314971634484445,1.138689408865304,35.75171522385539,32.28990248750083,31.95832912715174,Clay Loam
Dausa,2022.0,3.0,Rabi,0.7487968891491553,25.782489874118,33.82167694663649,7.448940458503631,0.9096372867471324,50.66067520192447,23.252341799843208,26.087000638364948,Loam
Rajsamand,2022.0,3.0,Rabi,3.330772673064391,25.267606392112626,25.957772995868183,7.344695299699076,0.9639301728259164,36.934399265106606,33.273771319131875,29.791692305330336,Clay Loam
Sawai Madhopur,2022.0,3.0,Rabi,2.537175319544353,25.79224436201253,35.96262320899324,7.391336939566251,0.9090809910014799,46.36155834187105,25.40509783395536,28.23333160894245,Loam
Karauli,2022.0,3.0,Rabi,0.8814322770197803,25.67832033384582,37.475872515397214,7.323849110664443,0.9467935707025282,48.72619591043981,25.53555773220264,25.738271236433086,Loam
Ganganagar,2022.0,3.0,Rabi,2.9166133574785453,25.298522316136346,43.05696140175879,7.925312236058909,0.7232944493530641,53.05909954215294,24.470290062624482,22.47062579400709,Sandy Clay Loam
Hanumangarh,2022.0,3.0,Rabi,3.0606125688938954,25.62232892469361,40.294016687117086,7.991436931660312,0.6603707508788489,58.40545363080692,22.86831899146728,18.726261266006375,Sandy Clay Loam
Ajmer,2022.0,3.0,Rabi,2.2011361068856385,26.67564487808335,23.97207706934171,7.483101302382153,0.7415093976612266,32.89577793930147,23.189653688001222,43.9144725913661,Loam
Alwar,2022.0,3.0,Rabi,1.4136735378112206,25.62657213366016,34.96173327865077,7.431135494000176,1.0529518117267935,45.67522844606345,24.966633472578202,29.358154120156932,Loam
Banswara,2022.0,3.0,Rabi,0.0,27.99257099848996,28.577451086140105,7.279456939407893,0.998926055083475,36.036171122442354,27.306582231712007,36.657470083764224,Clay Loam
Barmer,2022.0,3.0,Rabi,0.004570265507448,28.38751561916529,20.321277165896337,7.8659423794938075,0.5208200033804808,51.100383491805815,23.530804202945724,25.36878991690401,Loam
Bhilwara,2022.0,3.0,Rabi,2.826493016454822,26.2212315810066,26.16992741310171,7.394414449709638,0.7807999519924316,35.24014643085083,27.321630816527723,37.43825725794166,Clay Loam
Bikaner,2022.0,3.0,Rabi,0.5940917205025934,27.629213750320385,24.61641283525066,8.03242181095953,0.5236890079298842,51.19230505500413,24.099762137057745,24.70795061253445,Loam
Bundi,2022.0,3.0,Rabi,2.1513477105012524,26.62217988182558,29.6820577813719,7.345372898579913,0.8640630543862735,42.28414376430791,27.18739714901769,30.52879617131715,Clay Loam
Chittaurgarh,2022.0,3.0,Rabi,3.5397755202021237,26.22993170673272,29.245426591454425,7.311872884947514,0.8865564126708907,33.46105777762949,35.197051820377986,31.341929188327544,Clay Loam
Churu,2022.0,3.0,Rabi,0.4727221268796915,26.864452670223727,28.03847483065457,7.931710739193281,0.6130627937848321,54.65475317517449,23.528332957980957,21.81687519782054,Sandy Clay Loam
Dungarpur,2022.0,3.0,Rabi,0.0337032814435624,27.82008141534897,28.421640093681766,7.359425496874465,0.9761361123706438,39.79373254356574,24.83362293082961,35.37252946199261,Loam
Jaisalmer,2022.0,3.0,Rabi,0.3819538858168962,28.14255905035008,21.8578794190134,8.024784734336027,0.4190765963466304,57.32920513117581,24.14245706687899,18.52837361519538,Sandy Clay Loam
Jalor,2022.0,3.0,Rabi,0.0,27.515662384350897,25.23524287003837,7.5693450681661485,0.7197348534596913,47.63071085699597,22.360459238758345,30.008805657174882,Loam
Jhalawar,2022.0,3.0,Rabi,0.2334081211629533,26.60780471198986,32.252203114338734,7.324442733469555,0.7898446674541064,36.359408258216845,31.070649046282863,32.57011021594803,Clay Loam
Jhunjhunun,2022.0,3.0,Rabi,0.5159670141754004,25.942929209813588,31.131868849680934,7.564148238132579,0.8594941762681367,46.73249222258496,25.900183444383487,27.367264578193463,Loam
Jodhpur,2022.0,3.0,Rabi,0.0340908231169462,27.590054262976174,21.26074520365788,7.791916606079316,0.5122976308315786,54.2613567176807,23.35875841901032,22.379890594471135,Sandy Clay Loam
Nagaur,2022.0,3.0,Rabi,0.9061306060108404,26.646301323691198,24.512823505950863,7.6532797209563554,0.5704724466215925,49.51865180053744,26.73553127124672,23.74570091727921,Loam
Pali,2022.0,3.0,Rabi,1.190019261915252,26.84083349575521,24.2410797562526,7.53473171984385,0.6899628053639705,44.44318482030989,24.631426137433625,30.925512263366432,Loam
Sikar,2022.0,3.0,Rabi,1.029625874743857,25.81843567341552,28.954902276149543,7.534495397778516,0.786278701903854,45.343238576826465,26.97856082950532,27.678151897554653,Loam
Sirohi,2022.0,3.0,Rabi,0.6012678253652309,26.7923492725752,25.611858185304857,7.396337654624223,1.0341951416617727,40.48985614248625,24.857467313399425,34.65255453304433,Loam
Tonk,2022.0,3.0,Rabi,2.200708702323252,26.66116539971751,27.48645410565277,7.416020895154145,0.7846190095895532,44.09877632225127,23.461647278027836,32.43956502073543,Loam
Bharatpur,2022.0,4.0,Zaid,0.0023985905765779,31.852888932553547,19.97490838140271,7.735500321128259,0.8720525911950796,44.87451725968808,27.175172041928484,27.9501141011255,Clay Loam
Dhaulpur,2022.0,4.0,Zaid,0.0,32.42861801777132,18.87469911261501,7.65528902278178,0.8302959001556367,43.90062774367972,26.544169653207046,29.555065959184624,Loam
Kota,2022.0,4.0,Zaid,0.0,32.15470450311877,21.380429234473176,7.331463260312297,0.8223356041420042,40.75124787601306,28.3780444551492,30.87063767850261,Clay Loam
Baran,2022.0,4.0,Zaid,0.0,31.435674005707995,22.73986156065852,7.310498511980818,0.787739078833932,41.22755819494017,27.577050555745654,31.195185078293044,Clay Loam
Jaipur,2022.0,4.0,Zaid,0.2364313137501393,31.770027500432224,15.694406508109866,7.46853423827555,0.850231696900605,47.74610578424717,23.499579154705494,28.754366255945,Loam
Udaipur,2022.0,4.0,Zaid,0.0434906219725056,31.17632844570702,20.620798884210267,7.314971634484445,1.138689408865304,35.75171522385539,32.28990248750083,31.95832912715174,Clay Loam
Dausa,2022.0,4.0,Zaid,0.0214770351768882,31.77886005245882,18.03459151235387,7.448940458503631,0.9096372867471324,50.66067520192447,23.252341799843208,26.087000638364948,Loam
Rajsamand,2022.0,4.0,Zaid,0.5074336781897932,31.01424917517205,17.577162749229046,7.344695299699076,0.9639301728259164,36.934399265106606,33.273771319131875,29.791692305330336,Clay Loam
Sawai Madhopur,2022.0,4.0,Zaid,0.0,31.358141590910574,22.015749455457023,7.391336939566251,0.9090809910014799,46.36155834187105,25.40509783395536,28.23333160894245,Loam
Karauli,2022.0,4.0,Zaid,2.266695899083228e-05,31.597493375516464,20.69513331356012,7.323849110664443,0.9467935707025282,48.72619591043981,25.53555773220264,25.738271236433086,Loam
Ganganagar,2022.0,4.0,Zaid,0.3311065132920819,31.582132092039927,21.02569709522249,7.925312236058909,0.7232944493530641,53.05909954215294,24.470290062624482,22.47062579400709,Sandy Clay Loam
Hanumangarh,2022.0,4.0,Zaid,2.714384850405748,32.014815696427775,18.06333177120804,7.991436931660312,0.6603707508788489,58.40545363080692,22.86831899146728,18.726261266006375,Sandy Clay Loam
Ajmer,2022.0,4.0,Zaid,0.9413147849557596,32.63197189775119,14.15465922551056,7.483101302382153,0.7415093976612266,32.89577793930147,23.189653688001222,43.9144725913661,Loam
Alwar,2022.0,4.0,Zaid,0.0985060613478674,32.021537510729075,16.52996845489791,7.431135494000176,1.0529518117267935,45.67522844606345,24.966633472578202,29.358154120156932,Loam
Banswara,2022.0,4.0,Zaid,0.0,31.91090597554991,24.30099978578731,7.279456939407893,0.998926055083475,36.036171122442354,27.306582231712007,36.657470083764224,Clay Loam
Barmer,2022.0,4.0,Zaid,1.2204026148401557,33.09843427342602,19.11632867044493,7.8659423794938075,0.5208200033804808,51.100383491805815,23.530804202945724,25.36878991690401,Loam
Bhilwara,2022.0,4.0,Zaid,0.1250399885430529,32.2200018111607,16.16346220316659,7.394414449709638,0.7807999519924316,35.24014643085083,27.321630816527723,37.43825725794166,Clay Loam
Bikaner,2022.0,4.0,Zaid,1.776169830014726,33.37187920665312,12.91579675625139,8.03242181095953,0.5236890079298842,51.19230505500413,24.099762137057745,24.70795061253445,Loam
Bundi,2022.0,4.0,Zaid,0.0,32.570897675215456,17.62639637450081,7.345372898579913,0.8640630543862735,42.28414376430791,27.18739714901769,30.52879617131715,Clay Loam
Chittaurgarh,2022.0,4.0,Zaid,0.0023586087427371,31.704159558586905,19.554003335826557,7.311872884947514,0.8865564126708907,33.46105777762949,35.197051820377986,31.341929188327544,Clay Loam
Churu,2022.0,4.0,Zaid,1.4733967297854424,32.79385146344822,13.407492521890244,7.931710739193281,0.6130627937848321,54.65475317517449,23.528332957980957,21.81687519782054,Sandy Clay Loam
Dungarpur,2022.0,4.0,Zaid,0.0,32.28272167436037,22.753672718265232,7.359425496874465,0.9761361123706438,39.79373254356574,24.83362293082961,35.37252946199261,Loam
Jaisalmer,2022.0,4.0,Zaid,2.09440966413702,33.5716724248828,15.822811669335156,8.024784734336027,0.4190765963466304,57.32920513117581,24.14245706687899,18.52837361519538,Sandy Clay Loam
Jalor,2022.0,4.0,Zaid,0.295309031524099,32.17872135260423,23.55359751375432,7.5693450681661485,0.7197348534596913,47.63071085699597,22.360459238758345,30.008805657174882,Loam
Jhalawar,2022.0,4.0,Zaid,0.0,32.2285192872517,20.54354290858204,7.324442733469555,0.7898446674541064,36.359408258216845,31.070649046282863,32.57011021594803,Clay Loam
Jhunjhunun,2022.0,4.0,Zaid,1.2343547351432969,32.06591328155388,14.364320372484991,7.564148238132579,0.8594941762681367,46.73249222258496,25.900183444383487,27.367264578193463,Loam
Jodhpur,2022.0,4.0,Zaid,2.2222089305028536,32.95156679460617,15.004255911856315,7.791916606079316,0.5122976308315786,54.2613567176807,23.35875841901032,22.379890594471135,Sandy Clay Loam
Nagaur,2022.0,4.0,Zaid,0.2637397966380142,32.43391308320529,14.303184950960294,7.6532797209563554,0.5704724466215925,49.51865180053744,26.73553127124672,23.74570091727921,Loam
Pali,2022.0,4.0,Zaid,0.0081007142417096,32.28953212203015,18.1598905326829,7.53473171984385,0.6899628053639705,44.44318482030989,24.631426137433625,30.925512263366432,Loam
